,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37,line_38,line_39,line_40,Cons_1,Cons_2,Cons_3,Cons_4,Cons_5,Cons_6,Cons_7,Cons_8,Cons_9,Cons_10,Cons_11,Cons_12,Cons_13,Cons_14
2/23/2007 22:00,166.1575167,74.94324029,78.87236111,56.47038809,39.58937227,-33.07900662,-72.97693605,11.06054678,14.09735444,30.4886716,12.19468581,11.69487441,27.03308369,-37.4396803,48.50022708,4.49854561,12.58945859,-7.622268586,2.651260701,9.74582792,-166.1575167,-74.94324029,-78.87236111,-56.47038809,-39.58937227,33.07900662,72.97693605,-11.06054678,-14.09735444,-30.4886716,-12.19468581,-11.69487441,-27.03308369,37.4396803,-48.50022708,-4.49854561,-12.58945859,7.622268586,-2.651260701,-9.74582792,-241.100757,-8.774604761,111.9513677,71.21041629,11.06700491,-20.43397232,0,-37.4396803,45.50957733,12.1208142,4.572417227,9.043613711,19.93851647,22.33528651
2/23/2007 23:00,153.3881892,71.71290449,78.04803466,54.88304532,39.79104591,-33.76127505,-65.49777932,24.98570907,14.5818869,39.27299248,5.810544245,6.871592339,15.27050658,-2.51E-08,24.98570909,4.389250047,9.015580263,-3.16280937,1.158029095,5.288920513,-153.3881892,-71.71290449,-78.04803466,-54.88304532,-39.79104591,33.76127505,65.49777932,-24.98570907,-14.5818869,-39.27299248,-5.810544245,-6.871592339,-15.27050658,2.51E-08,-24.98570909,-4.389250047,-9.015580263,3.16280937,-1.158029095,-5.288920513,-225.1010937,-19.3339367,111.8093097,47.05195362,6.733178598,11.32034932,0,-2.51E-08,26.16276568,7.552059417,2.647734875,5.713563244,11.13961516,14.30450078
2/24/2007 0:00,112.7033584,52.58050834,58.08473146,40.24195434,29.09419636,-25.74737121,-48.36291915,17.90472094,10.44935787,28.40589583,4.026588376,5.021582779,10.96366792,-2.65E-09,17.90472094,2.893084904,6.054408393,-2.289000811,0.718760903,3.461942017,-112.7033584,-52.58050834,-58.08473146,-40.24195434,-29.09419636,25.74737121,48.36291915,-17.90472094,-10.44935787,-28.40589583,-4.026588376,-5.021582779,-10.96366792,2.65E-09,-17.90472094,-2.893084904,-6.054408393,2.289000811,-0.718760903,-3.461942017,-165.2838668,-14.71752374,83.83210267,34.50342347,4.905889722,8.394056756,0,-2.65E-09,19.40658551,5.182085714,1.737587566,4.302821876,8.220486808,9.51635041
2/24/2007 1:00,85.13442162,39.5673697,44.87607569,30.32891433,21.78342772,-20.67779062,-37.04326201,13.04451793,7.612899216,20.84515572,2.894688459,3.692006359,7.972170661,-1.59E-09,13.04451793,1.760157168,4.364178437,-1.768054235,0.470695044,2.60922454,-85.13442162,-39.5673697,-44.87607569,-30.32891433,-21.78342772,20.67779062,37.04326201,-13.04451793,-7.612899216,-20.84515572,-2.894688459,-3.692006359,-7.972170661,1.59E-09,-13.04451793,-1.760157168,-4.364178437,1.768054235,-0.470695044,-2.60922454,-124.7017913,-11.85399611,65.5538663,26.03696858,3.462379686,6.286290244,0,-1.59E-09,14.53308154,3.528211403,1.126634224,3.221311315,5.833641165,6.973402977
2/24/2007 2:00,73.05306275,33.83450204,39.22195404,25.93789765,18.54093405,-18.65988498,-32.04636667,10.79664088,6.301017745,17.4555611,2.321376314,3.079967898,6.556328933,-1.29E-09,10.79664089,1.23173924,3.5993595,-1.497813258,0.331230649,2.196502003,-73.05306275,-33.83450204,-39.22195404,-25.93789765,-18.54093405,18.65988498,32.04636667,-10.79664088,-6.301017745,-17.4555611,-2.321376314,-3.079967898,-6.556328933,1.29E-09,-10.79664089,-1.23173924,-3.5993595,1.497813258,-0.331230649,-2.196502003,-106.8875648,-10.64772298,57.88183902,22.2267207,2.873508327,5.49788795,0,-1.29E-09,12.26655989,2.729552497,0.823563057,2.74873725,4.691057578,5.795861503
2/24/2007 3:00,65.71538673,30.30143726,35.75918299,23.16931405,16.50594165,-17.50588789,-28.85681116,9.437314837,5.507702709,15.37339555,2.003206368,2.685271741,5.702574794,-1.13E-09,9.437314838,0.941275138,3.119953148,-1.320503893,0.279943238,1.934451163,-65.71538673,-30.30143726,-35.75918299,-23.16931405,-16.50594165,17.50588789,28.85681116,-9.437314837,-5.507702709,-15.37339555,-2.003206368,-2.685271741,-5.702574794,1.13E-09,-9.437314838,-0.941275138,-3.119953148,1.320503893,-0.279943238,-1.934451163,-96.01682399,-9.719051965,53.26507088,19.57521978,2.577172198,4.982342651,0,-1.13E-09,10.88378926,2.261779031,0.682702475,2.405328503,4.048066869,5.054404311
2/24/2007 4:00,65.27826053,30.09161119,35.54648013,23.00551851,16.38554339,-17.42854264,-28.66812491,9.354968633,5.459644716,15.24700769,1.993893574,2.664515395,5.661325133,-1.12E-09,9.354968634,0.948603663,3.083221189,-1.311715496,0.279623483,1.909402154,-65.27826053,-30.09161119,-35.54648013,-23.00551851,-16.38554339,17.42854264,28.66812491,-9.354968633,-5.459644716,-15.24700769,-1.993893574,-2.664515395,-5.661325133,1.12E-09,-9.354968634,-0.948603663,-3.083221189,1.311715496,-0.279623483,-1.909402154,-95.36987172,-9.659281502,52.97502276,19.43048743,2.562021981,4.927273591,0,-1.12E-09,10.7827885,2.260319158,0.682178079,2.384891912,4.031546462,4.992623343
2/24/2007 5:00,67.71317355,31.26207209,36.65692554,23.90014562,17.05833955,-17.79160307,-29.63594384,9.8486742,5.747775772,15.98615262,2.101759416,2.805520536,5.97538671,-1.17E-09,9.848674202,1.049498964,3.259346558,-1.361169218,0.303849401,1.9931198,-67.71317355,-31.26207209,-36.65692554,-23.90014562,-17.05833955,17.79160307,29.63594384,-9.8486742,-5.747775772,-15.98615262,-2.101759416,-2.805520536,-5.97538671,1.17E-09,-9.848674202,-1.049498964,-3.259346558,1.361169218,-0.303849401,-1.9931198,-98.97524565,-9.902237155,54.44852861,20.14803641,2.698315184,5.103485958,0,-1.17E-09,11.28760445,2.410668182,0.740590198,2.501671135,4.286116312,5.252466358
2/24/2007 6:00,122.7997492,57.33318575,63.1653041,43.6435698,31.75484582,-28.12138822,-51.61960662,20.11824157,11.74118863,31.66116425,4.383566517,5.651399626,12.47782042,-3.27E-09,20.11824158,3.309285237,7.146567901,-2.460377258,0.899545363,3.941224071,-122.7997492,-57.33318575,-63.1653041,-43.6435698,-31.75484582,28.12138822,51.61960662,-20.11824157,-11.74118863,-31.66116425,-4.383566517,-5.651399626,-12.47782042,3.27E-09,-20.11824158,-3.309285237,-7.146567901,2.460377258,-0.899545363,-3.941224071,-180.1329349,-15.76397054,91.28669232,35.282358,5.807260703,9.14837769,0,-3.27E-09,21.40357707,5.769662495,1.923189258,4.751854263,9.436141708,11.08779197
2/24/2007 7:00,165.1337696,74.76336443,82.3079444,56.68935477,39.70701434,-36.83001063,-73.40801187,11.51119217,13.30317807,30.63404738,10.91067843,10.5778906,24.49138956,-32.26057505,43.77176722,4.629524995,11.19901462,-6.697871337,2.424270178,8.341174306,-165.1337696,-74.76336443,-82.3079444,-56.68935477,-39.70701434,36.83001063,73.40801187,-11.51119217,-13.30317807,-30.63404738,-10.91067843,-10.5778906,-24.49138956,32.26057505,-43.77176722,-4.629524995,-11.19901462,6.697871337,-2.424270178,-8.341174306,-239.8971341,-13.57054389,119.137955,68.45298577,10.42831953,-15.3459112,0,-32.26057505,41.24640567,11.32739633,4.212807092,8.153620421,18.57448543,19.54018893
2/24/2007 8:00,166.3684203,74.80991591,82.82820719,56.60605865,39.34658508,-37.51809575,-74.54751952,8.856690108,12.87930375,28.68633964,11.79013904,11.18215226,25.90745181,-37.77349826,46.63018837,4.767248851,11.64609488,-7.290041901,2.57383118,8.954461992,-166.3684203,-74.80991591,-82.82820719,-56.60605865,-39.34658508,37.51809575,74.54751952,-8.856690108,-12.87930375,-28.68633964,-11.79013904,-11.18215226,-25.90745181,37.77349826,-46.63018837,-4.767248851,-11.64609488,7.290041901,-2.57383118,-8.954461992,-241.1783362,-12.41243061,120.3463029,71.89948856,10.92264183,-20.19340347,0,-37.77349826,43.09614839,12.05729075,4.500097137,8.608321085,19.52682099,20.60055687
2/24/2007 9:00,163.1786552,74.60843886,81.70861033,56.74549996,40.17359776,-36.07838996,-71.71648953,15.49713811,13.77610266,33.58886023,9.425473901,9.700358634,22.21920121,-23.18122055,38.67835865,4.545558605,10.32508581,-5.54165229,2.06647288,7.04618577,-163.1786552,-74.60843886,-81.70861033,-56.74549996,-40.17359776,36.07838996,71.71648953,-15.49713811,-13.77610266,-33.58886023,-9.425473901,-9.700358634,-22.21920121,23.18122055,-38.67835865,-4.545558605,-10.32508581,5.54165229,-2.06647288,-7.04618577,-237.787094,-15.44905287,117.7870003,63.11035876,9.476686859,-7.756173514,0,-23.18122055,37.5838169,10.0872109,3.883821612,7.633885754,17.23948832,17.37127158
2/24/2007 10:00,161.6516326,74.52596275,81.207208,56.86130628,40.5874375,-35.37862038,-70.49256451,18.71335834,14.23944837,35.79666157,8.421901291,8.917312948,20.38040906,-16.25566023,34.96901857,4.404803885,9.773251083,-4.850851698,1.870212441,6.385118856,-161.6516326,-74.52596275,-81.207208,-56.86130628,-40.5874375,35.37862038,70.49256451,-18.71335834,-14.23944837,-35.79666157,-8.421901291,-8.917312948,-20.38040906,16.25566023,-34.96901857,-4.404803885,-9.773251083,4.850851698,-1.870212441,-6.385118856,-236.1775953,-17.00431921,116.5858284,59.0224437,8.824174167,-1.922961731,0,-16.25566023,35.03041197,9.255655584,3.571049592,7.047100507,15.86550264,16.15836994
2/24/2007 11:00,161.0229799,74.5366442,80.93803944,56.94963914,40.8150644,-34.97598839,-69.9225119,20.08781309,14.49881056,36.82670835,8.047247062,8.657365079,19.77040393,-13.59657358,33.68438667,4.382111549,9.604126809,-4.571976543,1.805332998,6.119538634,-161.0229799,-74.5366442,-80.93803944,-56.94963914,-40.8150644,34.97598839,69.9225119,-20.08781309,-14.49881056,-36.82670835,-8.047247062,-8.657365079,-19.77040393,13.59657358,-33.68438667,-4.382111549,-9.604126809,4.571976543,-1.805332998,-6.119538634,-235.5596241,-17.67976303,115.9140278,57.30953901,8.602488349,0.351692278,0,-13.59657358,34.19695887,8.954088093,3.475270519,6.852032081,15.4561983,15.72366544
2/24/2007 12:00,160.4743503,74.499659,80.76238548,56.9581384,40.95431697,-34.76390394,-69.38309967,21.28950239,14.68576476,37.67479492,7.679089815,8.398757106,19.14540546,-11.07671391,32.36621629,4.356984521,9.385630465,-4.311366277,1.728966953,5.835597633,-160.4743503,-74.499659,-80.76238548,-56.9581384,-40.95431697,34.76390394,69.38309967,-21.28950239,-14.68576476,-37.67479492,-7.679089815,-8.398757106,-19.14540546,11.07671391,-32.36621629,-4.356984521,-9.385630465,4.311366277,-1.728966953,-5.835597633,-234.9740093,-18.20049055,115.5262894,55.60206698,8.396081386,2.45154253,0,-11.07671391,33.30936607,8.668350798,3.367723538,6.669790152,15.03877478,15.2212281
2/24/2007 13:00,159.6156042,74.43718547,80.59425932,56.98207483,41.16640526,-34.5446184,-68.6075727,23.12105705,14.94554267,39.02580058,7.050727023,7.964595691,18.14423796,-7.11277041,30.23382746,4.338915114,9.085860386,-3.860872034,1.632112546,5.37409925,-159.6156042,-74.43718547,-80.59425932,-56.98207483,-41.16640526,34.5446184,68.6075727,-23.12105705,-14.94554267,-39.02580058,-7.050727023,-7.964595691,-18.14423796,7.11277041,-30.23382746,-4.338915114,-9.085860386,3.860872034,-1.632112546,-5.37409925,-234.0527897,-19.1271352,115.1388777,52.97842942,7.970217455,5.866239898,0,-7.11277041,31.75459463,8.199787148,3.18985499,6.332483145,14.40225126,14.45995964
2/24/2007 14:00,159.4113049,74.43959684,80.52168336,57.01035153,41.23901984,-34.43145923,-68.42613183,23.53020793,15.00700275,39.34454015,6.917225896,7.876553364,17.94303148,-6.244060654,29.77426858,4.360751713,9.021612206,-3.751614475,1.613656171,5.257600426,-159.4113049,-74.43959684,-80.52168336,-57.01035153,-41.23901984,34.43145923,68.42613183,-23.53020793,-15.00700275,-39.34454015,-6.917225896,-7.876553364,-17.94303148,6.244060654,-29.77426858,-4.360751713,-9.021612206,3.751614475,-1.613656171,-5.257600426,-233.8509017,-19.35974985,114.9531426,52.46781344,7.907944711,6.607729406,0,-6.244060654,31.39890741,8.112366189,3.165611421,6.262897193,14.29908723,14.27921263
2/24/2007 15:00,158.2186574,74.45212504,79.92403861,57.19247229,41.66093863,-33.55192195,-67.44651399,26.09140631,15.46520837,41.22875126,6.208312873,7.399500009,16.73693461,-1.166090681,27.25749699,4.383697737,8.628644296,-3.262554053,1.438134755,4.723125398,-158.2186574,-74.45212504,-79.92403861,-57.19247229,-41.66093863,33.55192195,67.44651399,-26.09140631,-15.46520837,-41.22875126,-6.208312873,-7.399500009,-16.73693461,1.166090681,-27.25749699,-4.383697737,-8.628644296,3.262554053,-1.438134755,-4.723125398,-232.6707825,-20.55879212,113.4759606,49.53044964,7.437798418,10.88400377,0,-1.166090681,29.71036333,7.64625179,2.94575882,5.961365254,13.45194397,13.35176969
2/24/2007 16:00,149.9382687,70.5984571,76.09842857,54.26166798,39.53549871,-32.14517106,-63.95119407,25.2040552,14.70931568,39.33182006,5.721428285,6.876101424,15.54349608,-9.27E-09,25.20405521,4.055907536,8.045550832,-3.054982569,1.330176754,4.40360669,-149.9382687,-70.5984571,-76.09842857,-54.26166798,-39.53549871,32.14517106,63.95119407,-25.2040552,-14.70931568,-39.33182006,-5.721428285,-6.876101424,-15.54349608,9.27E-09,-25.20405521,-4.055907536,-8.045550832,3.054982569,-1.330176754,-4.40360669,-220.5367258,-19.95732658,108.2435996,46.15432011,6.850941678,11.19079427,0,-9.27E-09,27.81191252,7.110890105,2.666445716,5.545924669,12.47006615,12.44915752
2/24/2007 17:00,159.2077853,74.37393936,80.47570025,56.89516911,41.22405554,-34.49697808,-68.00563857,24.30547327,15.22302861,39.69439342,6.908334372,7.751334837,17.61188239,-5.085810704,29.39128397,4.392695215,8.798231884,-3.861006655,1.558089629,5.255544297,-159.2077853,-74.37393936,-80.47570025,-56.89516911,-41.22405554,34.49697808,68.00563857,-24.30547327,-15.22302861,-39.69439342,-6.908334372,-7.751334837,-17.61188239,5.085810704,-29.39128397,-4.392695215,-8.798231884,3.861006655,-1.558089629,-5.255544297,-233.5817247,-19.38713957,114.9726783,50.87532771,7.897962914,7.422841813,0,-5.085810704,31.42338549,8.253701869,3.047327717,6.193245207,13.91442773,14.05377618
2/24/2007 18:00,165.273091,75.0596201,81.20813752,57.0766788,40.03961853,-35.15766227,-73.65640314,11.57106654,13.72070136,30.86117144,11.57077851,11.12485767,25.26516373,-34.13483282,45.70589935,4.899877015,11.02806108,-7.081494179,2.228552322,8.442058213,-165.273091,-75.0596201,-81.20813752,-57.0766788,-40.03961853,35.15766227,73.65640314,-11.57106654,-13.72070136,-30.86117144,-11.57077851,-11.12485767,-25.26516373,34.13483282,-45.70589935,-4.899877015,-11.02806108,7.081494179,-2.228552322,-8.442058213,-240.3327112,-13.05134381,116.3657998,70.28365178,10.58166406,-17.09962848,0,-34.13483282,43.49866262,11.98137119,4.489284332,8.896305353,19.05165784,19.47011929
2/24/2007 19:00,172.9950479,75.74085323,81.82382835,56.67639349,38.28573108,-36.28300064,-79.22248348,-4.415878011,11.771342,20.31642243,17.22172136,15.55099926,35.67896564,-70.29317101,65.877293,6.91416388,15.37727072,-10.76148682,3.350999263,12.69444258,-172.9950479,-75.74085323,-81.82382835,-56.67639349,-38.28573108,36.28300064,79.22248348,4.415878011,-11.771342,-20.31642243,-17.22172136,-15.55099926,-35.67896564,70.29317101,-65.877293,-6.91416388,-15.37727072,10.76148682,-3.350999263,-12.69444258,-248.7359011,-3.790905035,118.106829,92.26041235,14.48767841,-48.13526384,0,-70.29317101,55.3572004,17.6756507,6.460234541,12.2,26.33552233,28.07171329
2/24/2007 20:00,173.4819105,75.9800099,80.51007887,56.95727986,38.4268275,-34.47274004,-79.81597766,-5.232133999,11.93265148,19.57620409,17.9994631,15.85423276,36.73968932,-73.4171811,68.1850471,6.665395944,15.73166447,-11.33460406,3.654232764,13.39392209,-173.4819105,-75.9800099,-80.51007887,-56.95727986,-38.4268275,34.47274004,79.81597766,5.232133999,-11.93265148,-19.57620409,-17.9994631,-15.85423276,-36.73968932,73.4171811,-68.1850471,-6.665395944,-15.73166447,11.33460406,-3.654232764,-13.39392209,-249.4619204,-2.41227574,114.9828189,95.6,15.01465565,-51.0171811,0,-73.4171811,57.72063816,18,6.664859046,12.2,27,29.12558656
2/24/2007 21:00,173.6781647,75.98923125,80.06144477,56.87600538,38.37187216,-34.03722711,-79.7025917,-5.194007603,12.13537758,19.45851171,18.36064794,15.94433191,37.05485998,-74.30132813,69.10732052,6.447417005,15.91649019,-11.552583,3.744331913,13.79919189,-173.6781647,-75.98923125,-80.06144477,-56.87600538,-38.37187216,34.03722711,79.7025917,5.194007603,-12.13537758,-19.45851171,-18.36064794,-15.94433191,-37.05485998,74.30132813,-69.10732052,-6.447417005,-15.91649019,11.552583,-3.744331913,-13.79919189,-249.667396,-1.631157596,114.0986719,95.6,15.2,-51.90132813,0,-74.30132813,58.87879091,18,6.808064949,12.2,27,29.71568208
2/24/2007 22:00,164.587877,75.89149649,75.81529758,58.19770106,41.33985906,-27.75966679,-72.98133359,13.51188508,14.98219852,32.85246712,12.58800821,11.61618973,26.87734542,-34.76591066,48.27779574,6.074528129,12.38154995,-7.501405429,2.650461745,9.418032973,-164.587877,-75.89149649,-75.81529758,-58.19770106,-41.33985906,27.75966679,72.98133359,-13.51188508,-14.98219852,-32.85246712,-12.58800821,-11.61618973,-26.87734542,34.76591066,-48.27779574,-6.074528129,-12.38154995,7.501405429,-2.650461745,-9.418032973,-240.4793735,-10.76498069,103.5749644,74.92528427,11.39755484,-18.22907624,0,-34.76591066,44.80391618,13.57593356,5.086602783,8.965727984,20.10977419,21.79958293
2/24/2007 23:00,138.7617184,66.73839942,65.44476552,51.94529612,38.38740353,-22.20140102,-58.99294434,26.59517047,15.5211832,39.44867674,6.759166407,6.670518379,15.36596452,-1.72E-08,26.59517048,5.534367905,8.451649443,-3.6788743,1.477581008,5.363997113,-138.7617184,-66.73839942,-65.44476552,-51.94529612,-38.38740353,22.20140102,58.99294434,-26.59517047,-15.5211832,-39.44867674,-6.759166407,-6.670518379,-15.36596452,1.72E-08,-26.59517048,-5.534367905,-8.451649443,3.6788743,-1.477581008,-5.363997113,-205.5001178,-17.01574674,87.64616654,46.62048578,6.684181867,10.65302743,0,-1.72E-08,28.13033633,9.213242206,3.080292106,5.192937371,11.47954842,13.81564656
2/25/2007 0:00,98.66503054,47.72361517,46.49703659,37.38718933,27.64127715,-15.27748998,-42.40902284,19.0761947,11.1330406,28.20322562,4.980353723,4.578892816,10.7056586,-2.11E-09,19.0761947,4.143169715,6.084826195,-2.712160457,1.117168175,4.057262036,-98.66503054,-47.72361517,-46.49703659,-37.38718933,-27.64127715,15.27748998,42.40902284,-19.0761947,-11.1330406,-28.20322562,-4.980353723,-4.578892816,-10.7056586,2.11E-09,-19.0761947,-4.143169715,-6.084826195,2.712160457,-1.117168175,-4.057262036,-146.3886457,-12.86047252,61.77452657,34.30948689,4.75264386,7.938320474,0,-2.11E-09,19.98123939,6.855330172,2.268193266,3.461724641,7.765564742,10.14208823
2/25/2007 1:00,73.40256051,35.57529171,35.10352531,28.06298822,20.6549549,-11.70191675,-32.21521076,13.78494741,8.04502059,20.50498803,3.739341608,3.238364623,7.800595116,-1.34E-09,13.78494741,3.22134906,4.372604845,-2.10619274,0.939451028,2.994566008,-73.40256051,-35.57529171,-35.10352531,-28.06298822,-20.6549549,11.70191675,32.21521076,-13.78494741,-8.04502059,-20.50498803,-3.739341608,-3.238364623,-7.800595116,1.34E-09,-13.78494741,-3.22134906,-4.372604845,2.10619274,-0.939451028,-2.994566008,-108.9778522,-10.41890792,46.80544206,26.74631423,3.510047831,5.726686677,0,-1.34E-09,14.23601409,5.3275418,1.633148869,2.298913595,5.745480137,7.367170853
2/25/2007 2:00,61.46324058,29.93620548,29.23337788,23.77820408,17.48442216,-9.324439435,-27.36598475,11.59090415,6.764557004,17.1583803,3.201935673,2.655187498,6.495261659,-1.05E-09,11.59090415,2.73022778,3.594425806,-1.883140834,0.835072156,2.56760741,-61.46324058,-29.93620548,-29.23337788,-23.77820408,-17.48442216,9.324439435,27.36598475,-11.59090415,-6.764557004,-17.1583803,-3.201935673,-2.655187498,-6.495261659,1.05E-09,-11.59090415,-2.73022778,-3.594425806,1.883140834,-0.835072156,-2.56760741,-91.39944607,-9.032763543,38.55781732,23.46428824,2.896262587,4.805995475,0,-1.05E-09,12.03080757,4.613368614,1.318794839,1.820115341,4.762726405,6.162033215
2/25/2007 3:00,54.83492204,26.70176025,26.18375415,21.23450935,15.59108735,-8.416822318,-24.53313751,10.25322367,5.98387452,15.1948671,2.87294008,2.299142295,5.733125583,-1.77E-09,10.25322367,2.450087993,3.214462233,-1.690136174,0.794029814,2.331164388,-54.83492204,-26.70176025,-26.18375415,-21.23450935,-15.59108735,8.416822318,24.53313751,-10.25322367,-5.98387452,-15.1948671,-2.87294008,-2.299142295,-5.733125583,1.77E-09,-10.25322367,-2.450087993,-3.214462233,1.690136174,-0.794029814,-2.331164388,-81.53668229,-8.174428809,34.60057647,21.11372635,2.564842993,4.289659137,0,-1.77E-09,10.57254797,4.140224168,1.182803906,1.505112481,4.195991009,5.545626621
2/25/2007 4:00,54.34596876,26.46019363,25.93552296,21.0380995,15.44761109,-8.331975546,-24.30318423,10.16522466,5.9325175,15.06306716,2.855183294,2.27603663,5.682522723,-1.77E-09,10.16522467,2.444755836,3.183711951,-1.672836079,0.790620896,2.307814255,-54.34596876,-26.46019363,-25.93552296,-21.0380995,-15.44761109,8.331975546,24.30318423,-10.16522466,-5.9325175,-15.06306716,-2.855183294,-2.27603663,-5.682522723,1.77E-09,-10.16522467,-2.444755836,-3.183711951,1.672836079,-0.790620896,-2.307814255,-80.80616239,-8.07526479,34.26749851,20.91156602,2.541553324,4.249324513,0,-1.77E-09,10.46927438,4.117591915,1.182347215,1.485415734,4.165329364,5.491526206
2/25/2007 5:00,56.89463103,27.69475839,27.14690612,22.00122468,16.1639268,-8.741256321,-25.37811312,10.65088228,6.215951701,15.78432782,2.970797999,2.411692496,5.985492528,-1.66E-09,10.65088229,2.511585207,3.336021566,-1.73145296,0.81446395,2.394938054,-56.89463103,-27.69475839,-27.14690612,-22.00122468,-16.1639268,8.741256321,25.37811312,-10.65088228,-6.215951701,-15.78432782,-2.970797999,-2.411692496,-5.985492528,1.66E-09,-10.65088229,-2.511585207,-3.336021566,1.73145296,-0.81446395,-2.394938054,-84.58938941,-8.417426575,35.88816244,21.7712475,2.696244238,4.416344802,0,-1.66E-09,11.01922721,4.243038167,1.239345039,1.597228546,4.405018424,5.73095962
2/25/2007 6:00,114.1843102,54.99565122,53.53500223,42.6036756,31.68820114,-18.04621592,-47.54062378,22.05096614,12.86914425,32.97221649,5.501615372,5.371394983,12.88489208,-2.83E-09,22.05096614,5.437739498,7.303805106,-2.9063798,1.523205625,4.279347773,-114.1843102,-54.99565122,-53.53500223,-42.6036756,-31.68820114,18.04621592,47.54062378,-22.05096614,-12.86914425,-32.97221649,-5.501615372,-5.371394983,-12.88489208,2.83E-09,-22.05096614,-5.437739498,-7.303805106,2.9063798,-1.523205625,-4.279347773,-169.1799614,-13.64256875,71.58121815,37.17797307,6.171012086,9.214314063,0,-2.83E-09,22.17856579,8.344119298,2.595235572,3.848189358,10.12874993,11.58315288
2/25/2007 7:00,164.2580322,75.36076124,76.12312949,57.32366803,40.77131598,-29.01705431,-71.66926443,13.16224162,14.02227087,32.91626824,11.34977719,10.54740484,25.03230989,-31.06289494,44.22513656,7.577384482,11.68637152,-6.385648741,2.815826378,7.880223464,-164.2580322,-75.36076124,-76.12312949,-57.32366803,-40.77131598,29.01705431,71.66926443,-13.16224162,-14.02227087,-32.91626824,-11.34977719,-10.54740484,-25.03230989,31.06289494,-44.22513656,-7.577384482,-11.68637152,6.385648741,-2.815826378,-7.880223464,-239.6187935,-9.960081288,105.1401838,72.79136566,11.54654456,-14.01322368,0,-31.06289494,38.98365142,13.96303322,4.964128447,7.731578464,19.9679128,19.56659498
2/25/2007 8:00,165.4131952,75.45311642,76.40925596,57.29544937,40.49668924,-29.37734181,-72.685094,10.56525344,13.60237654,31.06803056,12.15698781,11.13627087,26.42952387,-36.43087827,46.99613171,7.726866586,12.11810227,-6.920221506,2.972806796,8.412706197,-165.4131952,-75.45311642,-76.40925596,-57.29544937,-40.49668924,29.37734181,72.685094,-10.56525344,-13.60237654,-31.06803056,-12.15698781,-11.13627087,-26.42952387,36.43087827,-46.99613171,-7.726866586,-12.11810227,6.920221506,-2.972806796,-8.412706197,-240.8663116,-8.788199371,105.7865978,76.43557158,12.1966811,-18.65475199,0,-36.43087827,40.7535394,14.64708809,5.236766302,8.163464075,20.98962447,20.53080847
2/25/2007 9:00,162.2020446,75.25034789,75.47306787,57.48387269,41.3293226,-28.09943761,-70.03594917,17.48206006,14.64054304,35.95292852,9.924400428,9.562105672,22.56007068,-21.74102328,39.22308334,7.37151432,10.76560303,-5.434351556,2.465570123,6.80061355,-162.2020446,-75.25034789,-75.47306787,-57.48387269,-41.3293226,28.09943761,70.03594917,-17.48206006,-14.64054304,-35.95292852,-9.924400428,-9.562105672,-22.56007068,21.74102328,-39.22308334,-7.37151432,-10.76560303,5.434351556,-2.465570123,-6.80061355,-237.4523925,-12.08421855,103.5725055,67.29778115,10.5907928,-6.093648268,0,-21.74102328,35.72650903,12.80586588,4.490048871,7.096535549,18.22502726,17.56621658
2/25/2007 10:00,160.7638801,75.17140979,75.21229697,57.63341942,41.71746291,-27.64341882,-69.05941725,20.32909652,14.96958398,37.96024685,8.899710407,8.804405654,20.80147191,-15.21303716,35.54213368,7.362193362,10.08264546,-4.745800698,2.289137162,5.964918494,-160.7638801,-75.17140979,-75.21229697,-57.63341942,-41.71746291,27.64341882,69.05941725,-20.32909652,-14.96958398,-37.96024685,-8.899710407,-8.804405654,-20.80147191,15.21303716,-35.54213368,-7.362193362,-10.08264546,4.745800698,-2.289137162,-5.964918494,-235.9352899,-13.79929915,102.8557158,63.75073735,9.869208597,-0.545341126,0,-15.21303716,33.06687883,12.10799406,4.153909709,6.515268491,17.12569058,16.04756396
2/25/2007 11:00,160.1657856,75.11578437,75.10919156,57.63842682,41.84963776,-27.51891035,-68.53460939,21.60476444,15.13989403,38.87356724,8.475306951,8.498882605,20.04380612,-12.40012578,34.00489022,7.362860381,9.873856211,-4.431509459,2.186349129,5.670143932,-160.1657856,-75.11578437,-75.10919156,-57.63842682,-41.84963776,27.51891035,68.53460939,-21.60476444,-15.13989403,-38.87356724,-8.475306951,-8.498882605,-20.04380612,12.40012578,-34.00489022,-7.362860381,-9.873856211,4.431509459,-2.186349129,-5.670143932,-235.2815699,-14.43147057,102.6281019,61.90946739,9.557245507,1.855571561,0,-12.40012578,31.90806766,11.79436984,4.043797491,6.312533475,16.56001132,15.54400014
